Conversion run started at 2026-05-19 23:38:56
[2026-05-19 23:39:48] phase=rmd->md status=ok duration=2.117s file=Rmd/anomalies/45-classification-hanc_ml_svm.Rmd
[2026-05-19 23:39:50] phase=rmd->md status=ok duration=2.059s file=Rmd/anomalies/46-classification-hanc_ml_mlp.Rmd
[2026-05-19 23:39:51] phase=rmd->md status=ok duration=0.738s file=Rmd/anomalies/50-clustering-hanct_kmeans_anomaly.Rmd
[2026-05-19 23:39:55] phase=rmd->md status=ok duration=4.514s file=Rmd/anomalies/51-clustering-hanct_dtw_anomaly.Rmd
[2026-05-19 23:40:00] phase=rmd->md status=ok duration=4.629s file=Rmd/anomalies/60-discord-hanct_kmeans_discord.Rmd
[2026-05-19 23:40:03] phase=rmd->md status=ok duration=2.512s file=Rmd/anomalies/61-discord-hanct_dtw_discord.Rmd
[2026-05-19 23:40:04] phase=rmd->md status=ok duration=1.288s file=Rmd/anomalies/70-ensemble-hanr_ensemble.Rmd
[2026-05-19 23:40:09] phase=rmd->md status=ok duration=5.071s file=Rmd/anomalies/71-ensemble-hanr_ensemble_fuzzy.Rmd
[2026-05-19 23:40:14] phase=rmd->md status=ok duration=5.055s file=Rmd/anomalies/80-autoencoder-han_autoenc_ed.Rmd
[2026-05-19 23:40:16] phase=rmd->md status=ok duration=1.521s file=Rmd/anomalies/81-autoencoder-han_autoenc_denoise_ed.Rmd
[2026-05-19 23:40:17] phase=rmd->md status=ok duration=1.482s file=Rmd/anomalies/82-autoencoder-han_autoenc_conv_ed.Rmd
[2026-05-19 23:40:20] phase=rmd->md status=ok duration=2.730s file=Rmd/anomalies/83-autoencoder-han_autoenc_lstm_ed.Rmd
[2026-05-19 23:40:25] phase=rmd->md status=ok duration=5.040s file=Rmd/anomalies/84-autoencoder-han_autoenc_stacked_ed.Rmd
[2026-05-19 23:40:27] phase=rmd->md status=ok duration=2.048s file=Rmd/anomalies/85-autoencoder-han_autoenc_variational_ed.Rmd
[2026-05-19 23:40:29] phase=rmd->md status=ok duration=1.770s file=Rmd/anomalies/86-autoencoder-han_autoenc_adv_ed.Rmd
[2026-05-19 23:40:30] phase=rmd->md status=ok duration=1.077s file=Rmd/anomalies/90-multivariate-hmu_pca.Rmd
[2026-05-19 23:40:31] phase=rmd->md status=ok duration=1.150s file=Rmd/anomalies/README.Rmd
[2026-05-19 23:40:33] phase=rmd->md status=ok duration=2.252s file=Rmd/change_point/01-single-break-hcp_amoc.Rmd
[2026-05-19 23:40:34] phase=rmd->md status=ok duration=0.625s file=Rmd/change_point/02-multiple-breaks-hcp_binseg.Rmd
[2026-05-19 23:40:34] phase=rmd->md status=ok duration=0.612s file=Rmd/change_point/03-multiple-breaks-hcp_pelt.Rmd
[2026-05-19 23:40:35] phase=rmd->md status=ok duration=0.640s file=Rmd/change_point/04-structural-break-hcp_chow.Rmd
[2026-05-19 23:40:39] phase=rmd->md status=ok duration=4.121s file=Rmd/change_point/05-structural-break-hcp_gft.Rmd
[2026-05-19 23:40:43] phase=rmd->md status=ok duration=3.929s file=Rmd/change_point/06-changefinder-hcp_cf_lr.Rmd
[2026-05-19 23:40:46] phase=rmd->md status=ok duration=2.781s file=Rmd/change_point/07-changefinder-hcp_cf_arima.Rmd
[2026-05-19 23:40:47] phase=rmd->md status=ok duration=0.922s file=Rmd/change_point/08-changefinder-hcp_cf_ets.Rmd
[2026-05-19 23:40:48] phase=rmd->md status=ok duration=1.361s file=Rmd/change_point/09-volatility-hcp_garch.Rmd
[2026-05-19 23:40:52] phase=rmd->md status=ok duration=3.438s file=Rmd/change_point/10-window-hcp_scp.Rmd
[2026-05-19 23:41:00] phase=rmd->md status=ok duration=8.485s file=Rmd/change_point/11-waypoint-hcp_waypoint_ed.Rmd
[2026-05-19 23:41:11] phase=rmd->md status=ok duration=10.997s file=Rmd/change_point/12-waypoint-hcp_waypoint_lstm.Rmd
[2026-05-19 23:41:18] phase=rmd->md status=ok duration=7.322s file=Rmd/change_point/13-waypoint-hcp_waypoint_conv.Rmd
[2026-05-19 23:41:19] phase=rmd->md status=ok duration=1.136s file=Rmd/change_point/14-bocpd-hcp_bocpd.Rmd
[2026-05-19 23:41:22] phase=rmd->md status=ok duration=2.259s file=Rmd/change_point/15-ensemble-fuzzy-har_ensemble_fuzzy.Rmd
[2026-05-19 23:41:25] phase=rmd->md status=ok duration=3.506s file=Rmd/change_point/16-plot-ensemble-har_plot_ensemble.Rmd
[2026-05-19 23:41:26] phase=rmd->md status=ok duration=0.897s file=Rmd/change_point/17-page-hinkley-hcp_page_hinkley.Rmd
[2026-05-19 23:41:27] phase=rmd->md status=ok duration=0.646s file=Rmd/change_point/18-kswin-hcp_kswin.Rmd
[2026-05-19 23:43:02] phase=rmd->md status=ok duration=95.251s file=Rmd/change_point/19-joinpoint-hcp_joinpoint.Rmd
[2026-05-19 23:43:02] phase=rmd->md status=ok duration=0.010s file=Rmd/change_point/README.Rmd
[2026-05-19 23:43:03] phase=rmd->md status=ok duration=1.036s file=Rmd/custom/01-transformation-custom_transformation.Rmd
[2026-05-19 23:43:03] phase=rmd->md status=ok duration=0.299s file=Rmd/custom/02-anomaly-custom_anomaly.Rmd
[2026-05-19 23:43:04] phase=rmd->md status=ok duration=0.575s file=Rmd/custom/03-sequence-custom_sequence_anomaly.Rmd
[2026-05-19 23:43:04] phase=rmd->md status=ok duration=0.384s file=Rmd/custom/04-change-point-custom_change_point.Rmd
[2026-05-19 23:43:05] phase=rmd->md status=ok duration=0.356s file=Rmd/custom/05-motif-custom_motif.Rmd
[2026-05-19 23:43:05] phase=rmd->md status=ok duration=0.152s file=Rmd/custom/06-evaluation-custom_evaluation.Rmd
[2026-05-19 23:43:05] phase=rmd->md status=ok duration=0.011s file=Rmd/custom/README.Rmd
[2026-05-19 23:43:09] phase=rmd->md status=ok duration=4.478s file=Rmd/datasets/01-benchmarks-yahoo_benchmarks.Rmd
[2026-05-19 23:43:15] phase=rmd->md status=ok duration=5.490s file=Rmd/datasets/02-benchmarks-nab.Rmd
[2026-05-19 23:43:22] phase=rmd->md status=ok duration=6.820s file=Rmd/datasets/03-benchmarks-ucr.Rmd
[2026-05-19 23:43:30] phase=rmd->md status=ok duration=7.900s file=Rmd/datasets/04-domain-mit_bih.Rmd
[2026-05-19 23:43:39] phase=rmd->md status=ok duration=9.687s file=Rmd/datasets/05-domain-oil_3w.Rmd
[2026-05-19 23:43:42] phase=rmd->md status=ok duration=2.963s file=Rmd/datasets/06-domain-gecco.Rmd
[2026-05-19 23:43:42] phase=rmd->md status=ok duration=0.013s file=Rmd/datasets/README.Rmd
[2026-05-19 23:43:44] phase=rmd->md status=ok duration=1.810s file=Rmd/general/01-orientation-examples_harbinger.Rmd
[2026-05-19 23:43:46] phase=rmd->md status=ok duration=2.400s file=Rmd/general/02-orientation-examples_anomalies.Rmd
[2026-05-19 23:43:48] phase=rmd->md status=ok duration=1.797s file=Rmd/general/03-orientation-examples_changepoints.Rmd
[2026-05-19 23:44:02] phase=rmd->md status=ok duration=13.759s file=Rmd/general/04-orientation-examples_motifs.Rmd
[2026-05-19 23:44:03] phase=rmd->md status=ok duration=1.051s file=Rmd/general/05-utilities-examples_deviation_measures.Rmd
[2026-05-19 23:44:18] phase=rmd->md status=ok duration=14.739s file=Rmd/general/06-utilities-examples_filter_criteria_candidate_selection.Rmd
[2026-05-19 23:44:18] phase=rmd->md status=ok duration=0.444s file=Rmd/general/07-evaluation-har_eval.Rmd
[2026-05-19 23:44:19] phase=rmd->md status=ok duration=0.802s file=Rmd/general/08-evaluation-har_eval_soft.Rmd
[2026-05-19 23:44:19] phase=rmd->md status=ok duration=0.011s file=Rmd/general/README.Rmd
[2026-05-19 23:44:20] phase=rmd->md status=ok duration=0.598s file=Rmd/motifs/01-matrix-profile-hmo_mp_stamp.Rmd
[2026-05-19 23:44:20] phase=rmd->md status=ok duration=0.887s file=Rmd/motifs/02-matrix-profile-hmo_mp_stomp.Rmd
[2026-05-19 23:44:21] phase=rmd->md status=ok duration=0.609s file=Rmd/motifs/03-matrix-profile-hmo_mp_scrimp.Rmd
[2026-05-19 23:44:22] phase=rmd->md status=ok duration=0.643s file=Rmd/motifs/04-matrix-profile-hmo_mp_pmp.Rmd
[2026-05-19 23:44:28] phase=rmd->md status=ok duration=6.075s file=Rmd/motifs/05-matrix-profile-hmo_mp_valmod.Rmd
[2026-05-19 23:44:28] phase=rmd->md status=ok duration=0.632s file=Rmd/motifs/06-symbolic-hmo_sax.Rmd
[2026-05-19 23:44:29] phase=rmd->md status=ok duration=0.947s file=Rmd/motifs/07-symbolic-hmo_xsax.Rmd
[2026-05-19 23:44:41] phase=rmd->md status=ok duration=11.824s file=Rmd/motifs/08-discord-hdis_mp_stamp.Rmd
[2026-05-19 23:44:44] phase=rmd->md status=ok duration=2.477s file=Rmd/motifs/09-discord-hdis_sax.Rmd
[2026-05-19 23:44:44] phase=rmd->md status=ok duration=0.068s file=Rmd/motifs/README.Rmd
[2026-05-19 23:44:44] phase=rmd->md status=ok duration=0.012s file=Rmd/README.Rmd
[2026-05-19 23:44:45] phase=rmd->md status=ok duration=0.797s file=Rmd/transformations/01-smoothing-mas.Rmd
[2026-05-19 23:44:45] phase=rmd->md status=ok duration=0.336s file=Rmd/transformations/02-symbolic-trans_sax.Rmd
[2026-05-19 23:44:45] phase=rmd->md status=ok duration=0.418s file=Rmd/transformations/03-symbolic-trans_xsax.Rmd
[2026-05-19 23:44:45] phase=rmd->md status=ok duration=0.011s file=Rmd/transformations/README.Rmd
[2026-05-19 23:44:47] phase=rmd->md status=ok duration=1.174s file=Rmd/tutorial/01-first-steps.Rmd
[2026-05-19 23:44:47] phase=rmd->md status=ok duration=0.563s file=Rmd/tutorial/02-knowing-your-data.Rmd
[2026-05-19 23:44:49] phase=rmd->md status=ok duration=1.444s file=Rmd/tutorial/03-plotting-series.Rmd
[2026-05-19 23:44:49] phase=rmd->md status=ok duration=0.615s file=Rmd/tutorial/04-first-anomaly-detector.Rmd
[2026-05-19 23:44:50] phase=rmd->md status=ok duration=0.755s file=Rmd/tutorial/05-model-based-anomaly-detection.Rmd
[2026-05-19 23:44:55] phase=rmd->md status=ok duration=5.444s file=Rmd/tutorial/06-evaluating-detections.Rmd
[2026-05-19 23:44:56] phase=rmd->md status=ok duration=0.921s file=Rmd/tutorial/07-first-change-point-detector.Rmd
[2026-05-19 23:44:57] phase=rmd->md status=ok duration=0.756s file=Rmd/tutorial/08-smoothing-with-mas.Rmd
[2026-05-19 23:44:58] phase=rmd->md status=ok duration=0.661s file=Rmd/tutorial/09-symbolic-representation.Rmd
[2026-05-19 23:44:58] phase=rmd->md status=ok duration=0.656s file=Rmd/tutorial/10-motifs-and-discords.Rmd
[2026-05-19 23:44:58] phase=rmd->md status=ok duration=0.011s file=Rmd/tutorial/README.Rmd
[2026-05-19 23:45:00] phase=rmd->docx status=ok duration=1.345s file=Rmd/anomalies/01-baseline-hanr_histogram.Rmd
[2026-05-19 23:45:02] phase=rmd->docx status=ok duration=2.330s file=Rmd/anomalies/10-regression-hanr_arima.Rmd
[2026-05-19 23:45:03] phase=rmd->docx status=ok duration=1.402s file=Rmd/anomalies/11-regression-hanr_fbiad.Rmd
[2026-05-19 23:45:11] phase=rmd->docx status=ok duration=7.413s file=Rmd/anomalies/12-regression-hanr_emd.Rmd
[2026-05-19 23:45:14] phase=rmd->docx status=ok duration=3.337s file=Rmd/anomalies/13-regression-hanr_fft.Rmd
[2026-05-19 23:45:16] phase=rmd->docx status=ok duration=2.095s file=Rmd/anomalies/14-regression-hanr_fft_amoc.Rmd
[2026-05-19 23:45:20] phase=rmd->docx status=ok duration=4.027s file=Rmd/anomalies/15-regression-hanr_fft_amoc_cusum.Rmd
[2026-05-19 23:45:21] phase=rmd->docx status=ok duration=1.152s file=Rmd/anomalies/16-regression-hanr_fft_binseg.Rmd
[2026-05-19 23:45:24] phase=rmd->docx status=ok duration=2.139s file=Rmd/anomalies/17-regression-hanr_fft_binseg_cusum.Rmd
[2026-05-19 23:45:30] phase=rmd->docx status=ok duration=5.964s file=Rmd/anomalies/18-regression-hanr_fft_sma.Rmd
[2026-05-19 23:45:33] phase=rmd->docx status=ok duration=3.770s file=Rmd/anomalies/20-regression-hanr_garch.Rmd
[2026-05-19 23:45:35] phase=rmd->docx status=ok duration=1.610s file=Rmd/anomalies/21-regression-hanr_remd.Rmd
[2026-05-19 23:45:39] phase=rmd->docx status=ok duration=3.626s file=Rmd/anomalies/22-regression-hanr_rtad.Rmd
[2026-05-19 23:45:44] phase=rmd->docx status=ok duration=5.276s file=Rmd/anomalies/23-regression-hanr_wavelet.Rmd
[2026-05-19 23:45:46] phase=rmd->docx status=ok duration=1.850s file=Rmd/anomalies/30-regression-ml-hanr_ml_elm.Rmd
[2026-05-19 23:45:48] phase=rmd->docx status=ok duration=1.836s file=Rmd/anomalies/31-regression-ml-hanr_ml_mlp.Rmd
[2026-05-19 23:45:51] phase=rmd->docx status=ok duration=3.188s file=Rmd/anomalies/32-regression-ml-hanr_ml_rf.Rmd
[2026-05-19 23:45:54] phase=rmd->docx status=ok duration=3.386s file=Rmd/anomalies/33-regression-ml-hanr_ml_svm.Rmd
[2026-05-19 23:46:02] phase=rmd->docx status=ok duration=7.709s file=Rmd/anomalies/34-regression-ml-hanr_ml_lstm.Rmd
[2026-05-19 23:46:04] phase=rmd->docx status=ok duration=2.488s file=Rmd/anomalies/35-regression-ml-hanr_ml_conv1d.Rmd
[2026-05-19 23:46:07] phase=rmd->docx status=ok duration=2.771s file=Rmd/anomalies/40-classification-hanc_ml_majority.Rmd
[2026-05-19 23:46:15] phase=rmd->docx status=ok duration=8.235s file=Rmd/anomalies/41-classification-hanc_ml_dtree.Rmd
[2026-05-19 23:46:17] phase=rmd->docx status=ok duration=2.168s file=Rmd/anomalies/42-classification-hanc_ml_knn.Rmd
[2026-05-19 23:46:21] phase=rmd->docx status=ok duration=3.623s file=Rmd/anomalies/43-classification-hanc_ml_nb.Rmd
[2026-05-19 23:46:27] phase=rmd->docx status=ok duration=5.605s file=Rmd/anomalies/44-classification-hanc_ml_rf.Rmd
[2026-05-19 23:46:29] phase=rmd->docx status=ok duration=1.810s file=Rmd/anomalies/45-classification-hanc_ml_svm.Rmd
[2026-05-19 23:46:35] phase=rmd->docx status=ok duration=6.576s file=Rmd/anomalies/46-classification-hanc_ml_mlp.Rmd
[2026-05-19 23:46:37] phase=rmd->docx status=ok duration=1.933s file=Rmd/anomalies/50-clustering-hanct_kmeans_anomaly.Rmd
[2026-05-19 23:46:42] phase=rmd->docx status=ok duration=4.935s file=Rmd/anomalies/51-clustering-hanct_dtw_anomaly.Rmd
[2026-05-19 23:46:51] phase=rmd->docx status=ok duration=8.573s file=Rmd/anomalies/60-discord-hanct_kmeans_discord.Rmd
[2026-05-19 23:46:52] phase=rmd->docx status=ok duration=1.661s file=Rmd/anomalies/61-discord-hanct_dtw_discord.Rmd
[2026-05-19 23:46:55] phase=rmd->docx status=ok duration=2.324s file=Rmd/anomalies/70-ensemble-hanr_ensemble.Rmd
[2026-05-19 23:46:58] phase=rmd->docx status=ok duration=3.027s file=Rmd/anomalies/71-ensemble-hanr_ensemble_fuzzy.Rmd
[2026-05-19 23:47:00] phase=rmd->docx status=ok duration=2.959s file=Rmd/anomalies/80-autoencoder-han_autoenc_ed.Rmd
[2026-05-19 23:47:05] phase=rmd->docx status=ok duration=4.445s file=Rmd/anomalies/81-autoencoder-han_autoenc_denoise_ed.Rmd
[2026-05-19 23:47:11] phase=rmd->docx status=ok duration=5.689s file=Rmd/anomalies/82-autoencoder-han_autoenc_conv_ed.Rmd
[2026-05-19 23:47:13] phase=rmd->docx status=ok duration=2.700s file=Rmd/anomalies/83-autoencoder-han_autoenc_lstm_ed.Rmd
[2026-05-19 23:47:21] phase=rmd->docx status=ok duration=7.495s file=Rmd/anomalies/84-autoencoder-han_autoenc_stacked_ed.Rmd
[2026-05-19 23:47:25] phase=rmd->docx status=ok duration=4.151s file=Rmd/anomalies/85-autoencoder-han_autoenc_variational_ed.Rmd
[2026-05-19 23:47:30] phase=rmd->docx status=ok duration=4.779s file=Rmd/anomalies/86-autoencoder-han_autoenc_adv_ed.Rmd
[2026-05-19 23:47:31] phase=rmd->docx status=ok duration=1.354s file=Rmd/anomalies/90-multivariate-hmu_pca.Rmd
[2026-05-19 23:47:31] phase=rmd->docx status=ok duration=0.162s file=Rmd/anomalies/README.Rmd
[2026-05-19 23:47:33] phase=rmd->docx status=ok duration=1.671s file=Rmd/change_point/01-single-break-hcp_amoc.Rmd
[2026-05-19 23:47:35] phase=rmd->docx status=ok duration=1.936s file=Rmd/change_point/02-multiple-breaks-hcp_binseg.Rmd
[2026-05-19 23:47:40] phase=rmd->docx status=ok duration=5.100s file=Rmd/change_point/03-multiple-breaks-hcp_pelt.Rmd
[2026-05-19 23:47:41] phase=rmd->docx status=ok duration=0.952s file=Rmd/change_point/04-structural-break-hcp_chow.Rmd
[2026-05-19 23:47:48] phase=rmd->docx status=ok duration=7.125s file=Rmd/change_point/05-structural-break-hcp_gft.Rmd
[2026-05-19 23:47:50] phase=rmd->docx status=ok duration=1.249s file=Rmd/change_point/06-changefinder-hcp_cf_lr.Rmd
[2026-05-19 23:47:51] phase=rmd->docx status=ok duration=1.342s file=Rmd/change_point/07-changefinder-hcp_cf_arima.Rmd
[2026-05-19 23:47:58] phase=rmd->docx status=ok duration=7.100s file=Rmd/change_point/08-changefinder-hcp_cf_ets.Rmd
[2026-05-19 23:47:59] phase=rmd->docx status=ok duration=1.313s file=Rmd/change_point/09-volatility-hcp_garch.Rmd
[2026-05-19 23:48:01] phase=rmd->docx status=ok duration=1.960s file=Rmd/change_point/10-window-hcp_scp.Rmd
[2026-05-19 23:48:13] phase=rmd->docx status=ok duration=11.311s file=Rmd/change_point/11-waypoint-hcp_waypoint_ed.Rmd
[2026-05-19 23:48:26] phase=rmd->docx status=ok duration=13.120s file=Rmd/change_point/12-waypoint-hcp_waypoint_lstm.Rmd
[2026-05-19 23:48:36] phase=rmd->docx status=ok duration=10.649s file=Rmd/change_point/13-waypoint-hcp_waypoint_conv.Rmd
[2026-05-19 23:48:38] phase=rmd->docx status=ok duration=1.459s file=Rmd/change_point/14-bocpd-hcp_bocpd.Rmd
[2026-05-19 23:48:41] phase=rmd->docx status=ok duration=3.606s file=Rmd/change_point/15-ensemble-fuzzy-har_ensemble_fuzzy.Rmd
[2026-05-19 23:48:45] phase=rmd->docx status=ok duration=3.743s file=Rmd/change_point/16-plot-ensemble-har_plot_ensemble.Rmd
[2026-05-19 23:48:47] phase=rmd->docx status=ok duration=2.097s file=Rmd/change_point/17-page-hinkley-hcp_page_hinkley.Rmd
[2026-05-19 23:48:50] phase=rmd->docx status=ok duration=2.303s file=Rmd/change_point/18-kswin-hcp_kswin.Rmd
[2026-05-19 23:50:27] phase=rmd->docx status=ok duration=97.335s file=Rmd/change_point/19-joinpoint-hcp_joinpoint.Rmd
[2026-05-19 23:50:27] phase=rmd->docx status=ok duration=0.138s file=Rmd/change_point/README.Rmd
[2026-05-19 23:50:29] phase=rmd->docx status=ok duration=1.824s file=Rmd/custom/01-transformation-custom_transformation.Rmd
[2026-05-19 23:50:30] phase=rmd->docx status=ok duration=0.686s file=Rmd/custom/02-anomaly-custom_anomaly.Rmd
[2026-05-19 23:50:31] phase=rmd->docx status=ok duration=0.896s file=Rmd/custom/03-sequence-custom_sequence_anomaly.Rmd
[2026-05-19 23:50:31] phase=rmd->docx status=ok duration=0.692s file=Rmd/custom/04-change-point-custom_change_point.Rmd
[2026-05-19 23:50:32] phase=rmd->docx status=ok duration=0.706s file=Rmd/custom/05-motif-custom_motif.Rmd
[2026-05-19 23:50:32] phase=rmd->docx status=ok duration=0.468s file=Rmd/custom/06-evaluation-custom_evaluation.Rmd
[2026-05-19 23:50:32] phase=rmd->docx status=ok duration=0.067s file=Rmd/custom/README.Rmd
[2026-05-19 23:50:38] phase=rmd->docx status=ok duration=5.593s file=Rmd/datasets/01-benchmarks-yahoo_benchmarks.Rmd
[2026-05-19 23:50:45] phase=rmd->docx status=ok duration=7.425s file=Rmd/datasets/02-benchmarks-nab.Rmd
[2026-05-19 23:50:50] phase=rmd->docx status=ok duration=4.457s file=Rmd/datasets/03-benchmarks-ucr.Rmd
[2026-05-19 23:51:00] phase=rmd->docx status=ok duration=9.877s file=Rmd/datasets/04-domain-mit_bih.Rmd
[2026-05-19 23:51:17] phase=rmd->docx status=ok duration=17.390s file=Rmd/datasets/05-domain-oil_3w.Rmd
[2026-05-19 23:51:20] phase=rmd->docx status=ok duration=2.768s file=Rmd/datasets/06-domain-gecco.Rmd
[2026-05-19 23:51:20] phase=rmd->docx status=ok duration=0.066s file=Rmd/datasets/README.Rmd
[2026-05-19 23:51:28] phase=rmd->docx status=ok duration=8.420s file=Rmd/general/01-orientation-examples_harbinger.Rmd
[2026-05-19 23:51:37] phase=rmd->docx status=ok duration=8.241s file=Rmd/general/02-orientation-examples_anomalies.Rmd
[2026-05-19 23:51:40] phase=rmd->docx status=ok duration=3.162s file=Rmd/general/03-orientation-examples_changepoints.Rmd
[2026-05-19 23:51:49] phase=rmd->docx status=ok duration=9.128s file=Rmd/general/04-orientation-examples_motifs.Rmd
[2026-05-19 23:51:51] phase=rmd->docx status=ok duration=1.794s file=Rmd/general/05-utilities-examples_deviation_measures.Rmd
[2026-05-19 23:52:06] phase=rmd->docx status=ok duration=15.596s file=Rmd/general/06-utilities-examples_filter_criteria_candidate_selection.Rmd
[2026-05-19 23:52:11] phase=rmd->docx status=ok duration=4.738s file=Rmd/general/07-evaluation-har_eval.Rmd
[2026-05-19 23:52:12] phase=rmd->docx status=ok duration=0.783s file=Rmd/general/08-evaluation-har_eval_soft.Rmd
[2026-05-19 23:52:12] phase=rmd->docx status=ok duration=0.070s file=Rmd/general/README.Rmd
[2026-05-19 23:52:13] phase=rmd->docx status=ok duration=0.997s file=Rmd/motifs/01-matrix-profile-hmo_mp_stamp.Rmd
[2026-05-19 23:52:14] phase=rmd->docx status=ok duration=0.981s file=Rmd/motifs/02-matrix-profile-hmo_mp_stomp.Rmd
[2026-05-19 23:52:15] phase=rmd->docx status=ok duration=0.972s file=Rmd/motifs/03-matrix-profile-hmo_mp_scrimp.Rmd
[2026-05-19 23:52:16] phase=rmd->docx status=ok duration=1.442s file=Rmd/motifs/04-matrix-profile-hmo_mp_pmp.Rmd
[2026-05-19 23:52:19] phase=rmd->docx status=ok duration=2.717s file=Rmd/motifs/05-matrix-profile-hmo_mp_valmod.Rmd
[2026-05-19 23:52:21] phase=rmd->docx status=ok duration=1.979s file=Rmd/motifs/06-symbolic-hmo_sax.Rmd
[2026-05-19 23:52:27] phase=rmd->docx status=ok duration=5.385s file=Rmd/motifs/07-symbolic-hmo_xsax.Rmd
[2026-05-19 23:52:39] phase=rmd->docx status=ok duration=11.748s file=Rmd/motifs/08-discord-hdis_mp_stamp.Rmd
[2026-05-19 23:52:42] phase=rmd->docx status=ok duration=3.792s file=Rmd/motifs/09-discord-hdis_sax.Rmd
[2026-05-19 23:52:43] phase=rmd->docx status=ok duration=0.455s file=Rmd/motifs/README.Rmd
[2026-05-19 23:52:43] phase=rmd->docx status=ok duration=0.067s file=Rmd/README.Rmd
[2026-05-19 23:52:45] phase=rmd->docx status=ok duration=2.490s file=Rmd/transformations/01-smoothing-mas.Rmd
[2026-05-19 23:52:47] phase=rmd->docx status=ok duration=1.245s file=Rmd/transformations/02-symbolic-trans_sax.Rmd
[2026-05-19 23:52:48] phase=rmd->docx status=ok duration=1.059s file=Rmd/transformations/03-symbolic-trans_xsax.Rmd
[2026-05-19 23:52:48] phase=rmd->docx status=ok duration=0.126s file=Rmd/transformations/README.Rmd
[2026-05-19 23:52:49] phase=rmd->docx status=ok duration=1.596s file=Rmd/tutorial/01-first-steps.Rmd
[2026-05-19 23:52:50] phase=rmd->docx status=ok duration=0.914s file=Rmd/tutorial/02-knowing-your-data.Rmd
[2026-05-19 23:52:53] phase=rmd->docx status=ok duration=2.989s file=Rmd/tutorial/03-plotting-series.Rmd
[2026-05-19 23:52:54] phase=rmd->docx status=ok duration=0.907s file=Rmd/tutorial/04-first-anomaly-detector.Rmd
[2026-05-19 23:53:00] phase=rmd->docx status=ok duration=6.189s file=Rmd/tutorial/05-model-based-anomaly-detection.Rmd
