Conversion run started at 2026-07-08 19:26:40
[2026-07-08 19:29:43] phase=rmd->md status=ok duration=8.302s file=Rmd/change_point/13-waypoint-hcp_waypoint_conv.Rmd
[2026-07-08 19:29:45] phase=rmd->md status=ok duration=2.145s file=Rmd/change_point/14-bocpd-hcp_bocpd.Rmd
[2026-07-08 19:29:47] phase=rmd->md status=ok duration=2.216s file=Rmd/change_point/15-ensemble-fuzzy-har_ensemble_fuzzy.Rmd
[2026-07-08 19:29:51] phase=rmd->md status=ok duration=3.116s file=Rmd/change_point/16-plot-ensemble-har_plot_ensemble.Rmd
[2026-07-08 19:29:52] phase=rmd->md status=ok duration=0.997s file=Rmd/change_point/17-page-hinkley-hcp_page_hinkley.Rmd
[2026-07-08 19:29:53] phase=rmd->md status=ok duration=1.022s file=Rmd/change_point/18-kswin-hcp_kswin.Rmd
[2026-07-08 19:31:20] phase=rmd->md status=ok duration=87.159s file=Rmd/change_point/19-joinpoint-hcp_joinpoint.Rmd
[2026-07-08 19:31:20] phase=rmd->md status=ok duration=0.012s file=Rmd/change_point/README.Rmd
[2026-07-08 19:31:22] phase=rmd->md status=ok duration=1.808s file=Rmd/custom/01-transformation-custom_transformation.Rmd
[2026-07-08 19:31:22] phase=rmd->md status=ok duration=0.295s file=Rmd/custom/02-anomaly-custom_anomaly.Rmd
[2026-07-08 19:31:23] phase=rmd->md status=ok duration=0.933s file=Rmd/custom/03-sequence-custom_sequence_anomaly.Rmd
[2026-07-08 19:31:23] phase=rmd->md status=ok duration=0.395s file=Rmd/custom/04-change-point-custom_change_point.Rmd
[2026-07-08 19:31:24] phase=rmd->md status=ok duration=0.349s file=Rmd/custom/05-motif-custom_motif.Rmd
[2026-07-08 19:31:24] phase=rmd->md status=ok duration=0.091s file=Rmd/custom/06-evaluation-custom_evaluation.Rmd
[2026-07-08 19:31:24] phase=rmd->md status=ok duration=0.010s file=Rmd/custom/README.Rmd
[2026-07-08 19:31:29] phase=rmd->md status=ok duration=5.367s file=Rmd/datasets/01-benchmarks-yahoo_benchmarks.Rmd
[2026-07-08 19:31:36] phase=rmd->md status=ok duration=7.047s file=Rmd/datasets/02-benchmarks-nab.Rmd
[2026-07-08 19:31:43] phase=rmd->md status=ok duration=6.658s file=Rmd/datasets/03-benchmarks-ucr.Rmd
[2026-07-08 19:31:53] phase=rmd->md status=ok duration=10.032s file=Rmd/datasets/04-domain-mit_bih.Rmd
[2026-07-08 19:32:01] phase=rmd->md status=ok duration=8.504s file=Rmd/datasets/05-domain-oil_3w.Rmd
[2026-07-08 19:32:03] phase=rmd->md status=ok duration=1.468s file=Rmd/datasets/06-domain-gecco.Rmd
[2026-07-08 19:32:03] phase=rmd->md status=ok duration=0.011s file=Rmd/datasets/README.Rmd
[2026-07-08 19:32:08] phase=rmd->md status=ok duration=4.877s file=Rmd/general/01-orientation-examples_harbinger.Rmd
[2026-07-08 19:32:13] phase=rmd->md status=ok duration=5.599s file=Rmd/general/02-orientation-examples_anomalies.Rmd
[2026-07-08 19:32:18] phase=rmd->md status=ok duration=4.296s file=Rmd/general/03-orientation-examples_changepoints.Rmd
[2026-07-08 19:32:20] phase=rmd->md status=ok duration=2.197s file=Rmd/general/04-orientation-examples_motifs.Rmd
[2026-07-08 19:32:21] phase=rmd->md status=ok duration=1.129s file=Rmd/general/05-utilities-examples_deviation_measures.Rmd
[2026-07-08 19:32:32] phase=rmd->md status=ok duration=10.779s file=Rmd/general/06-utilities-examples_filter_criteria_candidate_selection.Rmd
[2026-07-08 19:32:32] phase=rmd->md status=ok duration=0.376s file=Rmd/general/07-evaluation-har_eval.Rmd
[2026-07-08 19:32:32] phase=rmd->md status=ok duration=0.362s file=Rmd/general/08-evaluation-har_eval_soft.Rmd
[2026-07-08 19:32:33] phase=rmd->md status=ok duration=0.011s file=Rmd/general/README.Rmd
[2026-07-08 19:32:33] phase=rmd->md status=ok duration=0.620s file=Rmd/motifs/01-matrix-profile-hmo_mp_stamp.Rmd
[2026-07-08 19:32:34] phase=rmd->md status=ok duration=1.300s file=Rmd/motifs/02-matrix-profile-hmo_mp_stomp.Rmd
[2026-07-08 19:32:35] phase=rmd->md status=ok duration=0.975s file=Rmd/motifs/03-matrix-profile-hmo_mp_scrimp.Rmd
[2026-07-08 19:32:36] phase=rmd->md status=ok duration=0.996s file=Rmd/motifs/04-matrix-profile-hmo_mp_pmp.Rmd
[2026-07-08 19:32:37] phase=rmd->md status=ok duration=1.019s file=Rmd/motifs/05-matrix-profile-hmo_mp_valmod.Rmd
[2026-07-08 19:32:38] phase=rmd->md status=ok duration=1.033s file=Rmd/motifs/06-symbolic-hmo_sax.Rmd
[2026-07-08 19:32:40] phase=rmd->md status=ok duration=1.303s file=Rmd/motifs/07-symbolic-hmo_xsax.Rmd
[2026-07-08 19:32:48] phase=rmd->md status=ok duration=8.156s file=Rmd/motifs/08-discord-hdis_mp_stamp.Rmd
[2026-07-08 19:32:51] phase=rmd->md status=ok duration=3.171s file=Rmd/motifs/09-discord-hdis_sax.Rmd
[2026-07-08 19:32:51] phase=rmd->md status=ok duration=0.011s file=Rmd/motifs/README.Rmd
[2026-07-08 19:32:51] phase=rmd->md status=ok duration=0.048s file=Rmd/online/01-source-family.Rmd
[2026-07-08 19:32:51] phase=rmd->md status=ok duration=0.184s file=Rmd/online/02-online-session-simulated.Rmd
[2026-07-08 19:32:51] phase=rmd->md status=ok duration=0.067s file=Rmd/online/03-memory-policies.Rmd
[2026-07-08 19:32:52] phase=rmd->md status=ok duration=0.155s file=Rmd/online/04-execution-strategies.Rmd
[2026-07-08 19:32:52] phase=rmd->md status=ok duration=0.075s file=Rmd/online/05-stream-evaluator.Rmd
[2026-07-08 19:32:52] phase=rmd->md status=ok duration=0.254s file=Rmd/online/06-stream-experiment.Rmd
[2026-07-08 19:32:52] phase=rmd->md status=ok duration=0.032s file=Rmd/online/07-kafka-stub.Rmd
[2026-07-08 19:32:52] phase=rmd->md status=ok duration=0.011s file=Rmd/online/README.Rmd
[2026-07-08 19:32:52] phase=rmd->md status=ok duration=0.010s file=Rmd/README.Rmd
[2026-07-08 19:32:54] phase=rmd->md status=ok duration=2.066s file=Rmd/transformations/01-smoothing-mas.Rmd
[2026-07-08 19:32:55] phase=rmd->md status=ok duration=0.702s file=Rmd/transformations/02-symbolic-trans_sax.Rmd
[2026-07-08 19:32:55] phase=rmd->md status=ok duration=0.396s file=Rmd/transformations/03-symbolic-trans_xsax.Rmd
[2026-07-08 19:32:56] phase=rmd->md status=ok duration=0.433s file=Rmd/transformations/README.Rmd
[2026-07-08 19:32:57] phase=rmd->md status=ok duration=0.986s file=Rmd/tutorial/01-first-steps.Rmd
[2026-07-08 19:32:57] phase=rmd->md status=ok duration=0.775s file=Rmd/tutorial/02-knowing-your-data.Rmd
[2026-07-08 19:32:58] phase=rmd->md status=ok duration=1.165s file=Rmd/tutorial/03-plotting-series.Rmd
[2026-07-08 19:33:00] phase=rmd->md status=ok duration=1.333s file=Rmd/tutorial/04-first-anomaly-detector.Rmd
[2026-07-08 19:33:00] phase=rmd->md status=ok duration=0.705s file=Rmd/tutorial/05-model-based-anomaly-detection.Rmd
[2026-07-08 19:33:01] phase=rmd->md status=ok duration=0.433s file=Rmd/tutorial/06-evaluating-detections.Rmd
[2026-07-08 19:33:02] phase=rmd->md status=ok duration=0.929s file=Rmd/tutorial/07-first-change-point-detector.Rmd
[2026-07-08 19:33:03] phase=rmd->md status=ok duration=1.492s file=Rmd/tutorial/08-smoothing-with-mas.Rmd
[2026-07-08 19:33:04] phase=rmd->md status=ok duration=0.326s file=Rmd/tutorial/09-symbolic-representation.Rmd
[2026-07-08 19:33:05] phase=rmd->md status=ok duration=0.940s file=Rmd/tutorial/10-motifs-and-discords.Rmd
[2026-07-08 19:33:05] phase=rmd->md status=ok duration=0.011s file=Rmd/tutorial/README.Rmd
[2026-07-08 19:33:06] phase=rmd->docx status=ok duration=1.296s file=Rmd/anomalies/01-baseline-hanr_histogram.Rmd
[2026-07-08 19:33:08] phase=rmd->docx status=ok duration=2.466s file=Rmd/anomalies/10-regression-hanr_arima.Rmd
[2026-07-08 19:33:11] phase=rmd->docx status=ok duration=2.292s file=Rmd/anomalies/11-regression-hanr_fbiad.Rmd
[2026-07-08 19:33:14] phase=rmd->docx status=ok duration=2.832s file=Rmd/anomalies/12-regression-hanr_emd.Rmd
[2026-07-08 19:33:16] phase=rmd->docx status=ok duration=2.295s file=Rmd/anomalies/13-regression-hanr_fft.Rmd
[2026-07-08 19:33:18] phase=rmd->docx status=ok duration=1.946s file=Rmd/anomalies/14-regression-hanr_fft_amoc.Rmd
[2026-07-08 19:33:20] phase=rmd->docx status=ok duration=2.663s file=Rmd/anomalies/15-regression-hanr_fft_amoc_cusum.Rmd
[2026-07-08 19:33:23] phase=rmd->docx status=ok duration=2.707s file=Rmd/anomalies/16-regression-hanr_fft_binseg.Rmd
[2026-07-08 19:33:26] phase=rmd->docx status=ok duration=2.593s file=Rmd/anomalies/17-regression-hanr_fft_binseg_cusum.Rmd
[2026-07-08 19:33:28] phase=rmd->docx status=ok duration=2.238s file=Rmd/anomalies/18-regression-hanr_fft_sma.Rmd
[2026-07-08 19:33:31] phase=rmd->docx status=ok duration=3.171s file=Rmd/anomalies/20-regression-hanr_garch.Rmd
[2026-07-08 19:33:34] phase=rmd->docx status=ok duration=2.704s file=Rmd/anomalies/21-regression-hanr_remd.Rmd
[2026-07-08 19:33:36] phase=rmd->docx status=ok duration=2.439s file=Rmd/anomalies/22-regression-hanr_rtad.Rmd
[2026-07-08 19:33:39] phase=rmd->docx status=ok duration=2.313s file=Rmd/anomalies/23-regression-hanr_wavelet.Rmd
[2026-07-08 19:33:41] phase=rmd->docx status=ok duration=2.312s file=Rmd/anomalies/30-regression-ml-hanr_ml_elm.Rmd
[2026-07-08 19:33:43] phase=rmd->docx status=ok duration=2.553s file=Rmd/anomalies/31-regression-ml-hanr_ml_mlp.Rmd
[2026-07-08 19:33:46] phase=rmd->docx status=ok duration=2.598s file=Rmd/anomalies/32-regression-ml-hanr_ml_rf.Rmd
[2026-07-08 19:33:48] phase=rmd->docx status=ok duration=2.238s file=Rmd/anomalies/33-regression-ml-hanr_ml_svm.Rmd
[2026-07-08 19:33:53] phase=rmd->docx status=ok duration=4.308s file=Rmd/anomalies/34-regression-ml-hanr_ml_lstm.Rmd
[2026-07-08 19:33:57] phase=rmd->docx status=ok duration=4.033s file=Rmd/anomalies/35-regression-ml-hanr_ml_conv1d.Rmd
[2026-07-08 19:33:59] phase=rmd->docx status=ok duration=2.055s file=Rmd/anomalies/40-classification-hanc_ml_majority.Rmd
[2026-07-08 19:34:01] phase=rmd->docx status=ok duration=2.492s file=Rmd/anomalies/41-classification-hanc_ml_dtree.Rmd
[2026-07-08 19:34:05] phase=rmd->docx status=ok duration=3.627s file=Rmd/anomalies/42-classification-hanc_ml_knn.Rmd
[2026-07-08 19:34:07] phase=rmd->docx status=ok duration=2.490s file=Rmd/anomalies/43-classification-hanc_ml_nb.Rmd
[2026-07-08 19:34:11] phase=rmd->docx status=ok duration=4.126s file=Rmd/anomalies/44-classification-hanc_ml_rf.Rmd
[2026-07-08 19:34:14] phase=rmd->docx status=ok duration=2.491s file=Rmd/anomalies/45-classification-hanc_ml_svm.Rmd
[2026-07-08 19:34:17] phase=rmd->docx status=ok duration=3.209s file=Rmd/anomalies/46-classification-hanc_ml_mlp.Rmd
[2026-07-08 19:34:19] phase=rmd->docx status=ok duration=1.899s file=Rmd/anomalies/50-clustering-hanct_kmeans_anomaly.Rmd
[2026-07-08 19:34:23] phase=rmd->docx status=ok duration=3.681s file=Rmd/anomalies/51-clustering-hanct_dtw_anomaly.Rmd
[2026-07-08 19:34:25] phase=rmd->docx status=ok duration=2.689s file=Rmd/anomalies/60-discord-hanct_kmeans_discord.Rmd
[2026-07-08 19:34:28] phase=rmd->docx status=ok duration=2.380s file=Rmd/anomalies/61-discord-hanct_dtw_discord.Rmd
[2026-07-08 19:34:31] phase=rmd->docx status=ok duration=3.134s file=Rmd/anomalies/70-ensemble-hanr_ensemble.Rmd
[2026-07-08 19:34:33] phase=rmd->docx status=ok duration=2.398s file=Rmd/anomalies/71-ensemble-hanr_ensemble_fuzzy.Rmd
[2026-07-08 19:34:36] phase=rmd->docx status=ok duration=2.303s file=Rmd/anomalies/80-autoencoder-han_autoenc_ed.Rmd
[2026-07-08 19:34:39] phase=rmd->docx status=ok duration=3.611s file=Rmd/anomalies/81-autoencoder-han_autoenc_denoise_ed.Rmd
[2026-07-08 19:34:42] phase=rmd->docx status=ok duration=3.266s file=Rmd/anomalies/82-autoencoder-han_autoenc_conv_ed.Rmd
[2026-07-08 19:34:45] phase=rmd->docx status=ok duration=2.721s file=Rmd/anomalies/83-autoencoder-han_autoenc_lstm_ed.Rmd
[2026-07-08 19:34:49] phase=rmd->docx status=ok duration=3.570s file=Rmd/anomalies/84-autoencoder-han_autoenc_stacked_ed.Rmd
[2026-07-08 19:34:53] phase=rmd->docx status=ok duration=3.830s file=Rmd/anomalies/85-autoencoder-han_autoenc_variational_ed.Rmd
[2026-07-08 19:34:56] phase=rmd->docx status=ok duration=2.941s file=Rmd/anomalies/86-autoencoder-han_autoenc_adv_ed.Rmd
[2026-07-08 19:34:58] phase=rmd->docx status=ok duration=2.820s file=Rmd/anomalies/90-multivariate-hmu_pca.Rmd
[2026-07-08 19:34:59] phase=rmd->docx status=ok duration=0.595s file=Rmd/anomalies/README.Rmd
[2026-07-08 19:35:01] phase=rmd->docx status=ok duration=1.695s file=Rmd/change_point/01-single-break-hcp_amoc.Rmd
[2026-07-08 19:35:03] phase=rmd->docx status=ok duration=2.553s file=Rmd/change_point/02-multiple-breaks-hcp_binseg.Rmd
[2026-07-08 19:35:05] phase=rmd->docx status=ok duration=1.765s file=Rmd/change_point/03-multiple-breaks-hcp_pelt.Rmd
[2026-07-08 19:35:07] phase=rmd->docx status=ok duration=1.739s file=Rmd/change_point/04-structural-break-hcp_chow.Rmd
[2026-07-08 19:35:11] phase=rmd->docx status=ok duration=4.596s file=Rmd/change_point/05-structural-break-hcp_gft.Rmd
[2026-07-08 19:35:13] phase=rmd->docx status=ok duration=2.013s file=Rmd/change_point/06-changefinder-hcp_cf_lr.Rmd
[2026-07-08 19:35:16] phase=rmd->docx status=ok duration=2.540s file=Rmd/change_point/07-changefinder-hcp_cf_arima.Rmd
[2026-07-08 19:35:19] phase=rmd->docx status=ok duration=3.339s file=Rmd/change_point/08-changefinder-hcp_cf_ets.Rmd
[2026-07-08 19:35:22] phase=rmd->docx status=ok duration=2.979s file=Rmd/change_point/09-volatility-hcp_garch.Rmd
[2026-07-08 19:35:26] phase=rmd->docx status=ok duration=3.595s file=Rmd/change_point/10-window-hcp_scp.Rmd
[2026-07-08 19:35:34] phase=rmd->docx status=ok duration=7.732s file=Rmd/change_point/11-waypoint-hcp_waypoint_ed.Rmd
[2026-07-08 19:35:43] phase=rmd->docx status=ok duration=9.444s file=Rmd/change_point/12-waypoint-hcp_waypoint_lstm.Rmd
[2026-07-08 19:35:53] phase=rmd->docx status=ok duration=10.285s file=Rmd/change_point/13-waypoint-hcp_waypoint_conv.Rmd
[2026-07-08 19:35:57] phase=rmd->docx status=ok duration=3.473s file=Rmd/change_point/14-bocpd-hcp_bocpd.Rmd
[2026-07-08 19:36:00] phase=rmd->docx status=ok duration=3.504s file=Rmd/change_point/15-ensemble-fuzzy-har_ensemble_fuzzy.Rmd
[2026-07-08 19:36:03] phase=rmd->docx status=ok duration=3.119s file=Rmd/change_point/16-plot-ensemble-har_plot_ensemble.Rmd
[2026-07-08 19:36:06] phase=rmd->docx status=ok duration=2.656s file=Rmd/change_point/17-page-hinkley-hcp_page_hinkley.Rmd
[2026-07-08 19:36:08] phase=rmd->docx status=ok duration=1.757s file=Rmd/change_point/18-kswin-hcp_kswin.Rmd
[2026-07-08 19:37:36] phase=rmd->docx status=ok duration=87.898s file=Rmd/change_point/19-joinpoint-hcp_joinpoint.Rmd
[2026-07-08 19:37:36] phase=rmd->docx status=ok duration=0.078s file=Rmd/change_point/README.Rmd
[2026-07-08 19:37:37] phase=rmd->docx status=ok duration=1.751s file=Rmd/custom/01-transformation-custom_transformation.Rmd
[2026-07-08 19:37:38] phase=rmd->docx status=ok duration=0.706s file=Rmd/custom/02-anomaly-custom_anomaly.Rmd
[2026-07-08 19:37:39] phase=rmd->docx status=ok duration=0.975s file=Rmd/custom/03-sequence-custom_sequence_anomaly.Rmd
[2026-07-08 19:37:41] phase=rmd->docx status=ok duration=1.812s file=Rmd/custom/04-change-point-custom_change_point.Rmd
[2026-07-08 19:37:42] phase=rmd->docx status=ok duration=0.775s file=Rmd/custom/05-motif-custom_motif.Rmd
[2026-07-08 19:37:42] phase=rmd->docx status=ok duration=0.482s file=Rmd/custom/06-evaluation-custom_evaluation.Rmd
[2026-07-08 19:37:42] phase=rmd->docx status=ok duration=0.065s file=Rmd/custom/README.Rmd
[2026-07-08 19:37:48] phase=rmd->docx status=ok duration=5.937s file=Rmd/datasets/01-benchmarks-yahoo_benchmarks.Rmd
[2026-07-08 19:37:54] phase=rmd->docx status=ok duration=5.534s file=Rmd/datasets/02-benchmarks-nab.Rmd
[2026-07-08 19:37:59] phase=rmd->docx status=ok duration=5.432s file=Rmd/datasets/03-benchmarks-ucr.Rmd
[2026-07-08 19:38:07] phase=rmd->docx status=ok duration=7.751s file=Rmd/datasets/04-domain-mit_bih.Rmd
[2026-07-08 19:38:16] phase=rmd->docx status=ok duration=9.486s file=Rmd/datasets/05-domain-oil_3w.Rmd
[2026-07-08 19:38:20] phase=rmd->docx status=ok duration=3.174s file=Rmd/datasets/06-domain-gecco.Rmd
[2026-07-08 19:38:21] phase=rmd->docx status=ok duration=1.244s file=Rmd/datasets/README.Rmd
[2026-07-08 19:38:24] phase=rmd->docx status=ok duration=2.655s file=Rmd/general/01-orientation-examples_harbinger.Rmd
[2026-07-08 19:38:32] phase=rmd->docx status=ok duration=8.198s file=Rmd/general/02-orientation-examples_anomalies.Rmd
[2026-07-08 19:38:35] phase=rmd->docx status=ok duration=3.338s file=Rmd/general/03-orientation-examples_changepoints.Rmd
[2026-07-08 19:38:39] phase=rmd->docx status=ok duration=3.839s file=Rmd/general/04-orientation-examples_motifs.Rmd
[2026-07-08 19:38:40] phase=rmd->docx status=ok duration=1.186s file=Rmd/general/05-utilities-examples_deviation_measures.Rmd
[2026-07-08 19:38:54] phase=rmd->docx status=ok duration=13.361s file=Rmd/general/06-utilities-examples_filter_criteria_candidate_selection.Rmd
[2026-07-08 19:38:55] phase=rmd->docx status=ok duration=1.597s file=Rmd/general/07-evaluation-har_eval.Rmd
[2026-07-08 19:38:59] phase=rmd->docx status=ok duration=3.396s file=Rmd/general/08-evaluation-har_eval_soft.Rmd
[2026-07-08 19:38:59] phase=rmd->docx status=ok duration=0.071s file=Rmd/general/README.Rmd
[2026-07-08 19:39:00] phase=rmd->docx status=ok duration=1.023s file=Rmd/motifs/01-matrix-profile-hmo_mp_stamp.Rmd
[2026-07-08 19:39:01] phase=rmd->docx status=ok duration=1.379s file=Rmd/motifs/02-matrix-profile-hmo_mp_stomp.Rmd
[2026-07-08 19:39:02] phase=rmd->docx status=ok duration=1.040s file=Rmd/motifs/03-matrix-profile-hmo_mp_scrimp.Rmd
[2026-07-08 19:39:03] phase=rmd->docx status=ok duration=1.009s file=Rmd/motifs/04-matrix-profile-hmo_mp_pmp.Rmd
[2026-07-08 19:39:06] phase=rmd->docx status=ok duration=2.801s file=Rmd/motifs/05-matrix-profile-hmo_mp_valmod.Rmd
[2026-07-08 19:39:07] phase=rmd->docx status=ok duration=0.957s file=Rmd/motifs/06-symbolic-hmo_sax.Rmd
[2026-07-08 19:39:11] phase=rmd->docx status=ok duration=4.000s file=Rmd/motifs/07-symbolic-hmo_xsax.Rmd
[2026-07-08 19:39:22] phase=rmd->docx status=ok duration=11.086s file=Rmd/motifs/08-discord-hdis_mp_stamp.Rmd
[2026-07-08 19:39:25] phase=rmd->docx status=ok duration=2.876s file=Rmd/motifs/09-discord-hdis_sax.Rmd
[2026-07-08 19:39:25] phase=rmd->docx status=ok duration=0.146s file=Rmd/motifs/README.Rmd
[2026-07-08 19:39:26] phase=rmd->docx status=ok duration=0.374s file=Rmd/online/01-source-family.Rmd
[2026-07-08 19:39:26] phase=rmd->docx status=ok duration=0.598s file=Rmd/online/02-online-session-simulated.Rmd
[2026-07-08 19:39:27] phase=rmd->docx status=ok duration=0.384s file=Rmd/online/03-memory-policies.Rmd
